frame_index,X_pose,X_step
2574,"[0.5410217046737671, 1.116043210029602, 0.06270778924226761, 0.8573506474494934, 0.2886068820953369, 0.3598500192165375, 0.24506516754627228, 0.07562875002622604, 0.1929779052734375, -0.13999785482883453, -0.1547134965658188, -0.13566270470619202, -0.11477313190698624, -0.12675198912620544, -0.15240518748760223, -0.17080460488796234, -0.3523751497268677, -0.11390814930200577, -0.27621927857398987, -0.24195422232151031, -0.1946522742509842, -0.2107805609703064, -0.10784236341714859, -0.09951571375131607, -0.09571988135576248, -0.08209018409252167]","[0.0, 1.0, 0.0, 1.6425789894913834e-10]"
2575,"[0.5499016046524048, 1.136109709739685, 0.06524640321731567, 0.881300151348114, 0.2863021194934845, 0.36051318049430847, 0.25032350420951843, 0.07852692902088165, 0.19892923533916473, -0.16995474696159363, -0.14119775593280792, -0.15473471581935883, -0.13534584641456604, -0.0916157141327858, -0.1285802274942398, -0.13903991878032684, -0.2932467758655548, -0.1510864943265915, -0.3162018358707428, -0.22607646882534027, -0.1844596117734909, -0.21044233441352844, -0.1046215072274208, -0.10438477993011475, -0.0991876870393753, -0.0958070307970047]","[0.0, 1.0, 0.0, 1.462919785311101e-10]"
2576,"[0.5666332840919495, 1.1459250450134277, 0.11302272975444794, 0.8929409980773926, 0.29215893149375916, 0.3562738597393036, 0.261661171913147, 0.08429231494665146, 0.22135049104690552, -0.1708664894104004, -0.13866375386714935, -0.13440446555614471, -0.07714299112558365, -0.12608778476715088, -0.13517174124717712, -0.11712466180324554, -0.2602880895137787, -0.19282418489456177, -0.3387843668460846, -0.26716163754463196, -0.21342866122722626, -0.21383275091648102, -0.1087152510881424, -0.11011339724063873, -0.07542022317647934, -0.09252966195344925]","[0.0, 1.0, 0.0, 1.3029109735551714e-10]"
2577,"[0.5622101426124573, 1.1339128017425537, 0.10208609700202942, 0.8696284890174866, 0.28640976548194885, 0.35551851987838745, 0.27418941259384155, 0.09137438982725143, 0.22753730416297913, -0.1299010068178177, -0.11157864332199097, -0.09823518991470337, -0.09381376951932907, -0.05816229432821274, -0.16947580873966217, -0.15739966928958893, -0.22582724690437317, -0.20542839169502258, -0.33263450860977173, -0.25584208965301514, -0.17081299424171448, -0.1803724467754364, -0.10664419829845428, -0.09507887810468674, -0.049381084740161896, -0.09883058071136475]","[0.0, 1.0, 0.0, 1.1604032318368596e-10]"
2578,"[0.5461269617080688, 1.1272023916244507, 0.12472063302993774, 0.87148118019104, 0.28977203369140625, 0.3453371524810791, 0.27455008029937744, 0.09099795669317245, 0.26035505533218384, -0.11388155072927475, -0.13283222913742065, -0.14244048297405243, -0.11680293083190918, -0.0783698782324791, -0.1358485221862793, -0.12456784397363663, -0.25068363547325134, -0.3427545726299286, -0.14565575122833252, -0.16589166224002838, -0.19549977779388428, -0.2109665870666504, -0.09016061574220657, -0.08037984371185303, -0.05318845435976982, -0.08270549774169922]","[0.0, 1.0, 0.0, 1.0334826050506507e-10]"
2579,"[0.5673550367355347, 1.1269652843475342, 0.15124629437923431, 0.8533872961997986, 0.2910129129886627, 0.3480563759803772, 0.28361114859580994, 0.09941545873880386, 0.27951520681381226, -0.15665283799171448, -0.15841159224510193, -0.138299822807312, -0.11514606326818466, -0.10606272518634796, -0.1259021759033203, -0.17751094698905945, -0.29983896017074585, -0.2663368284702301, -0.20981824398040771, -0.17537283897399902, -0.13825689256191254, -0.15889370441436768, -0.08202967047691345, -0.07171917706727982, -0.06300102919340134, -0.0872301533818245]","[0.0, 1.0, 0.0, 9.204440681864767e-11]"
2580,"[0.6327027082443237, 1.1261506080627441, 0.21905140578746796, 0.8550686836242676, 0.29156219959259033, 0.35439273715019226, 0.27383363246917725, 0.09024021029472351, 0.20495302975177765, -0.0841875895857811, -0.08218245953321457, -0.08405962586402893, -0.11205438524484634, -0.09942346811294556, -0.16521283984184265, -0.07655918598175049, 0.049916595220565796, -0.2843858003616333, 0.11610899865627289, -0.1607581079006195, -0.19353406131267548, -0.15703324973583221, -0.0997699424624443, -0.09668704867362976, -0.06046570464968681, -0.08926352858543396]","[0.0, 1.0, 0.0, 8.197692524802846e-11]"
2581,"[0.644834041595459, 1.1193140745162964, 0.1883508563041687, 0.8412867784500122, 0.29758507013320923, 0.36017006635665894, 0.27057796716690063, 0.08493109792470932, 0.16186782717704773, -0.0788910761475563, -0.07757123559713364, -0.08224298059940338, -0.07593595236539841, -0.09557848423719406, -0.1485927850008011, -0.07117896527051926, 0.12456067651510239, -0.35546016693115234, -0.059366196393966675, -0.16494514048099518, -0.1474246084690094, -0.14903460443019867, -0.09098410606384277, -0.10474524646997452, -0.05829184874892235, -0.0807390958070755]","[0.0, 1.0, 0.0, 7.30105906288081e-11]"
2582,"[0.6261263489723206, 1.0829278230667114, 0.09992770850658417, 0.7589887380599976, 0.2990795969963074, 0.373128741979599, 0.27539944648742676, 0.08975623548030853, 0.19970344007015228, -0.1499713510274887, -0.10963229835033417, -0.1353289633989334, -0.06034881994128227, -0.12174584716558456, -0.16481398046016693, -0.183327779173851, -0.31668075919151306, -0.014944829978048801, -0.13180775940418243, -0.14515088498592377, -0.16914242506027222, -0.16980592906475067, -0.06386682391166687, -0.07630486786365509, -0.06786637008190155, -0.047424864023923874]","[0.0, 1.0, 0.0, 6.502495764060257e-11]"
2583,"[0.6517850756645203, 1.0630437135696411, 0.03716687113046646, 0.7181715965270996, 0.3008369207382202, 0.3772929608821869, 0.28235897421836853, 0.1075974851846695, 0.11859944462776184, -0.1730801910161972, -0.1268298178911209, -0.1564628779888153, -0.09673852473497391, -0.12362730503082275, -0.12835393846035004, -0.18772977590560913, -0.3814436197280884, -0.256683349609375, -0.24897538125514984, -0.19748954474925995, -0.1488492786884308, -0.20094525814056396, -0.07067053020000458, -0.0866214707493782, -0.08419553935527802, -0.053997430950403214]","[0.0, 1.0, 0.0, 5.79127613919983e-11]"
2584,"[0.6790206432342529, 1.0713003873825073, 0.01077063474804163, 0.7366096377372742, 0.3120204210281372, 0.3655616343021393, 0.28564056754112244, 0.11649896204471588, 0.014891867525875568, -0.1389482468366623, -0.12261377274990082, -0.12646377086639404, -0.09321103990077972, -0.1311362236738205, -0.07838448137044907, -0.12838749587535858, -0.2923741042613983, -0.35067087411880493, -0.3521210551261902, -0.200562983751297, -0.09725075960159302, -0.1086372584104538, -0.041412290185689926, -0.05273079872131348, -0.05129022151231766, -0.07535925507545471]","[0.0, 1.0, 0.0, 5.1578477600067174e-11]"
2585,"[0.7189735770225525, 1.124121069908142, -0.003348515136167407, 0.8258585333824158, 0.3307131230831146, 0.3796306848526001, 0.2786372900009155, 0.10539676249027252, -0.06230230629444122, -0.12855881452560425, -0.15150289237499237, -0.13039134442806244, -0.1163034662604332, -0.08728345483541489, -0.12601208686828613, -0.1703798472881317, -0.3390156328678131, -0.2810189425945282, -0.17823661863803864, -0.11986425518989563, -0.104642353951931, -0.1838163584470749, -0.0858999565243721, -0.06878409534692764, -0.05121760815382004, -0.0581795759499073]","[0.0, 1.0, 0.0, 4.5937011139418615e-11]"
2586,"[0.7978203296661377, 1.1805883646011353, 0.03455309197306633, 0.9231718182563782, 0.34446966648101807, 0.37809354066848755, 0.2771840989589691, 0.10815723985433578, -0.16615159809589386, -0.006488606799393892, 0.009145393967628479, -0.02805553935468197, -0.016632867977023125, -0.1229180246591568, -0.12334273755550385, -0.17063307762145996, -0.008344058878719807, -0.3169912099838257, 0.06981392949819565, -0.19016125798225403, -0.01869918406009674, -0.15856210887432098, -0.09559566527605057, -0.093961700797081, -0.07529976963996887, -0.043606434017419815]","[0.0, 1.0, 0.0, 4.091258581917501e-11]"
2587,"[0.7947596311569214, 1.2097128629684448, -0.02845454029738903, 0.9712937474250793, 0.3482726216316223, 0.39261066913604736, 0.2652118504047394, 0.1032017394900322, -0.1760748028755188, -0.11785656213760376, -0.06114928051829338, -0.11036591231822968, -0.022027602419257164, -0.14087779819965363, -0.13676589727401733, 0.06317899376153946, 0.057678353041410446, -0.2832927405834198, 0.1731526106595993, -0.2161090075969696, -0.18255749344825745, -0.13054810464382172, -0.031067591160535812, -0.08139944076538086, -0.06486590206623077, -0.07847896218299866]","[0.0, 1.0, 0.0, 3.643772089612085e-11]"
2588,"[0.8492312431335449, 1.3074350357055664, 0.04667864739894867, 1.1822283267974854, 0.35909661650657654, 0.3793848752975464, 0.2654477059841156, 0.11977926641702652, -0.22237145900726318, -0.004283715970814228, 0.005391972605139017, -0.03744623810052872, -0.061967186629772186, -0.13681049644947052, -0.1650713086128235, 0.12270879745483398, -0.2179754227399826, 0.27285218238830566, -0.14759784936904907, -0.23132872581481934, -0.10969651490449905, 0.015085151419043541, -0.09946553409099579, -0.09699395298957825, -0.0935785174369812, -0.0891985297203064]","[0.0, 1.0, 0.0, 3.2452294324025743e-11]"
2589,"[0.841162383556366, 1.3077925443649292, 0.00432360777631402, 1.1899422407150269, 0.35836121439933777, 0.38492152094841003, 0.2613872289657593, 0.10867462307214737, -0.2340853363275528, 0.06701239943504333, 0.07502521574497223, 0.019392868503928185, 0.013525552116334438, -0.06900106370449066, -0.016514023765921593, -0.17671474814414978, -0.22346006333827972, 0.7971903681755066, 0.026784786954522133, -0.12296684831380844, -0.14912961423397064, -0.17207400500774384, -0.03880627453327179, -0.05561060830950737, -0.056742582470178604, -0.08741261810064316]","[0.0, 1.0, 0.0, 2.8902779475314944e-11]"
2590,"[0.8397247195243835, 1.32108473777771, 0.02386726438999176, 1.1967991590499878, 0.3470727801322937, 0.39927393198013306, 0.22411370277404785, 0.0740562230348587, -0.20448382198810577, -0.14247460663318634, -0.1342565268278122, -0.1273656040430069, -0.12003438919782639, -0.1298825591802597, -0.0819890946149826, -0.09643210470676422, -0.34765690565109253, -0.2774665355682373, -0.31819412112236023, -0.30274972319602966, -0.18093061447143555, -0.10912320762872696, -0.04376941919326782, 0.011768550612032413, 0.009203248657286167, -0.08892539888620377]","[0.0, 1.0, 0.0, 2.5741499209974705e-11]"
2591,"[0.8270848989486694, 1.308566689491272, 0.011144434101879597, 1.1645573377609253, 0.3389504551887512, 0.40620261430740356, 0.21269011497497559, 0.061091434210538864, -0.18080395460128784, -0.12977124750614166, -0.1255364865064621, -0.12477248162031174, -0.103117436170578, -0.1325862854719162, -0.17444823682308197, -0.10126933455467224, -0.36854493618011475, -0.2664385735988617, -0.3485444486141205, -0.2923980951309204, -0.21451422572135925, -0.0864211916923523, -0.08173152804374695, -0.016227182000875473, -0.023327725008130074, -0.07770924270153046]","[0.0, 1.0, 0.0, 2.2925987497313116e-11]"
2592,"[0.7955999970436096, 1.2956981658935547, -0.022351568564772606, 1.139371633529663, 0.3222595751285553, 0.41513532400131226, 0.1987086981534958, 0.039503008127212524, -0.14524543285369873, -0.14074498414993286, -0.11497678607702255, -0.14158987998962402, -0.06595366448163986, -0.14216546714305878, -0.17152799665927887, -0.12492011487483978, -0.23775871098041534, -0.33643415570259094, -0.2515275180339813, -0.2832901179790497, -0.21071669459342957, -0.13317827880382538, -0.08507467806339264, -0.05459367856383324, -0.06437984853982925, -0.07980852574110031]","[0.0, 1.0, 0.0, 2.0418425630830406e-11]"
2593,"[0.771606981754303, 1.2979334592819214, -0.05296168476343155, 1.1422429084777832, 0.32670944929122925, 0.4209177792072296, 0.1980627477169037, 0.04335121810436249, -0.11752724647521973, -0.15802183747291565, -0.11154041439294815, -0.15184535086154938, -0.08886950463056564, -0.12844936549663544, -0.16315209865570068, -0.14741502702236176, -0.30387356877326965, -0.18021193146705627, -0.2543911337852478, -0.23605182766914368, -0.1885872483253479, -0.16928113996982574, -0.06407348066568375, -0.024197949096560478, -0.025710783898830414, -0.08555234968662262]","[0.0, 1.0, 0.0, 1.8185133954240484e-11]"
2594,"[0.7836980223655701, 1.2869864702224731, -0.06334565579891205, 1.1170696020126343, 0.3301410377025604, 0.42263928055763245, 0.20673640072345734, 0.05268941819667816, -0.15652315318584442, -0.1401629000902176, -0.14356979727745056, -0.1475815623998642, -0.09692858159542084, -0.1372886747121811, -0.11141380667686462, -0.03400920331478119, -0.3571058213710785, -0.2999660074710846, -0.2654087543487549, -0.25500428676605225, -0.08435935527086258, -0.18646594882011414, -0.0784815326333046, -0.08166398108005524, -0.08327484130859375, -0.09281034767627716]","[0.0, 1.0, 0.0, 1.6196110425026333e-11]"
2595,"[0.7758517265319824, 1.2609624862670898, -0.07245228439569473, 1.031887173652649, 0.33761832118034363, 0.4318101108074188, 0.20653864741325378, 0.04864484816789627, -0.12303882092237473, -0.1657744199037552, -0.14474259316921234, -0.16114887595176697, -0.05974370613694191, -0.1481894999742508, -0.008463826961815357, -0.015152986161410809, -0.37103673815727234, 0.09244325757026672, -0.24244531989097595, -0.2722565829753876, 0.04320455715060234, -0.189021036028862, -0.043361008167266846, -0.07513083517551422, -0.08880046010017395, -0.09574809670448303]","[0.0, 1.0, 0.0, 1.4424639434296171e-11]"
2596,"[0.7947812676429749, 1.221498727798462, -0.07794873416423798, 0.9410406947135925, 0.3363747000694275, 0.4333959221839905, 0.20312008261680603, 0.030594196170568466, -0.1753125935792923, -0.15528377890586853, -0.15448610484600067, -0.1459801197052002, -0.11421222239732742, -0.11537288129329681, -0.13282229006290436, -0.15894687175750732, -0.1475878655910492, -0.29252737760543823, -0.023184465244412422, -0.23802532255649567, -0.05299524962902069, -0.21140122413635254, -0.035162877291440964, -0.079696886241436, -0.07705802470445633, -0.08788126707077026]","[0.0, 1.0, 0.0, 1.284692404540655e-11]"
2597,"[0.8085659146308899, 1.2738748788833618, -0.05771375447511673, 1.0763089656829834, 0.3403637707233429, 0.41274723410606384, 0.21398930251598358, 0.04264887794852257, -0.21344228088855743, -0.16552354395389557, -0.14432001113891602, -0.10860032588243484, -0.12560445070266724, -0.12102250009775162, -0.06289026141166687, -0.16817604005336761, -0.20004723966121674, -0.17299094796180725, 0.025168539956212044, -0.2571321427822113, 0.014741655439138412, -0.2002086192369461, 0.024695534259080887, -0.06890428811311722, 0.0018952060490846634, -0.09155245870351791]","[0.0, 1.0, 0.0, 1.144177461109841e-11]"
2598,"[0.781140923500061, 1.243544340133667, -0.09448471665382385, 0.985754668712616, 0.34812846779823303, 0.4304488003253937, 0.19751568138599396, 0.03243967518210411, -0.16196228563785553, -0.1693717986345291, -0.12719924747943878, -0.1556210219860077, 0.006066872738301754, -0.14271682500839233, -0.008829389698803425, -0.002278478117659688, -0.38213983178138733, -0.26048582792282104, -0.3113834857940674, -0.30616602301597595, -0.039182595908641815, -0.05535257235169411, -0.10316157341003418, -0.08244168758392334, -0.08226756006479263, -0.0939580649137497]","[0.0, 1.0, 0.0, 1.0190314737867912e-11]"
2599,"[0.787165641784668, 1.2350435256958008, -0.11681859940290451, 0.9695258736610413, 0.3473246097564697, 0.43582668900489807, 0.1950567215681076, 0.03954700753092766, -0.18902310729026794, -0.15267561376094818, -0.12564340233802795, -0.13853728771209717, 0.018278606235980988, -0.1423623114824295, 0.19349737465381622, 0.09059116989374161, -0.37604328989982605, 0.15090996026992798, -0.2774105370044708, -0.1738881766796112, 0.208579421043396, -0.031055867671966553, 0.005587993189692497, -0.008717957884073257, -0.04674101620912552, -0.08446968346834183]","[0.0, 1.0, 0.0, 9.07573495523284e-12]"
2600,"[0.834994912147522, 1.1990309953689575, -0.08819926530122757, 0.8730523586273193, 0.35080182552337646, 0.4290490448474884, 0.16714006662368774, 0.04236288741230965, -0.2742561399936676, -0.0868004709482193, -0.11184973269701004, -0.09484505653381348, -0.052525293081998825, -0.12120937556028366, 0.10054049640893936, 0.054659947752952576, 0.40111657977104187, 0.22899582982063293, 0.10269598662853241, -0.05706602334976196, 0.03142363205552101, -0.046681396663188934, -0.06640718877315521, 0.0025332369841635227, -0.06651726365089417, -0.03371468931436539]","[0.0, 1.0, 0.0, 8.083064599595513e-12]"
2601,"[0.8412187695503235, 1.162609577178955, -0.09808645397424698, 0.774887204170227, 0.3522726595401764, 0.41629692912101746, 0.16073977947235107, 0.05079912766814232, -0.2930053472518921, -0.12398800253868103, -0.10587350279092789, -0.11007851362228394, -0.12501339614391327, -0.06971368193626404, -0.058475565165281296, -0.026623891666531563, 0.21719683706760406, -0.1960505247116089, 0.05548335239291191, -0.11811819672584534, -0.1596839278936386, -0.05820516496896744, -0.09738244861364365, -0.03606026619672775, -0.09055928885936737, -0.055663835257291794]","[0.0, 1.0, 0.0, 7.198968851596099e-12]"
