frame_index,X_pose,X_step
1782,"[0.6634818911552429, 0.6748020648956299, 0.34750762581825256, 0.5019552111625671, 0.07339945435523987, -0.05174330249428749, 0.137551411986351, 0.3066842257976532, -0.5134703516960144, -0.12966756522655487, -0.10707877576351166, -0.10347484797239304, -0.06058577820658684, -0.09164401888847351, -0.05714031681418419, -0.0974835678935051, -0.18371134996414185, -0.12587319314479828, -0.3486279845237732, -0.18239247798919678, -0.12338319420814514, -0.03643094375729561, -0.0735100731253624, -0.09914924949407578, -0.07146486639976501, -0.09878876060247421]","[0.0, 8.755827658540559e-31, 9.71479721556534e-07, 0.9999990463256836]"
1783,"[0.66587895154953, 0.6728157997131348, 0.41075599193573, 0.49339476227760315, 0.08195610344409943, -0.058843549340963364, 0.11888466030359268, 0.3104192018508911, -0.4770026206970215, -0.1074291318655014, -0.10051184147596359, -0.11799506843090057, -0.12436563521623611, -0.1418706178665161, -0.14257396757602692, -0.11826024204492569, -0.1697836071252823, -0.03251278027892113, -0.19035053253173828, -0.1095636636018753, -0.13607259094715118, -0.18290801346302032, -0.06339184194803238, -0.09477588534355164, -0.08381351083517075, -0.08360381424427032]","[0.0, 9.831121930503274e-31, 7.586939432258077e-07, 0.9999992847442627]"
1784,"[0.7041265368461609, 0.7155689597129822, 0.6197176575660706, 0.5460297465324402, 0.07806646823883057, -0.05644095316529274, 0.11747930198907852, 0.30741265416145325, -0.5218849182128906, -0.1274440437555313, -0.11232728511095047, -0.11206220835447311, -0.11765919625759125, -0.08115962147712708, -0.06786223500967026, 0.03935198858380318, 0.2772464454174042, 0.11877969652414322, -0.19366228580474854, -0.18031708896160126, -0.10479912906885147, -0.018253352493047714, -0.06213768199086189, -0.1074431911110878, -0.0874992236495018, -0.0801684558391571]","[0.0, 1.1038474999419288e-30, 5.925151072005974e-07, 0.9999994039535522]"
1785,"[0.7294642329216003, 0.7482198476791382, 0.6653609275817871, 0.5833025574684143, 0.07660933583974838, -0.06212524697184563, 0.1051674485206604, 0.30075669288635254, -0.36064285039901733, -0.15535691380500793, -0.1347445696592331, -0.12610997259616852, -0.11698682606220245, -0.06670521944761276, 0.025141945108771324, 0.11541640013456345, 0.32614412903785706, -0.08505253493785858, -0.2265530377626419, -0.2365121841430664, 0.002810761332511902, 0.09101439267396927, -0.09512625634670258, -0.10130145400762558, -0.08065492659807205, -0.06413132697343826]","[0.0, 1.2394107746934466e-30, 4.6273490283965657e-07, 0.9999995827674866]"
1786,"[0.7372660636901855, 0.755635678768158, 0.6159772276878357, 0.5673004984855652, 0.06821326911449432, -0.06614948809146881, 0.08791577816009521, 0.2855936288833618, -0.389384925365448, -0.12720955908298492, -0.10073275119066238, -0.11841333657503128, -0.06819900125265121, -0.13178102672100067, -0.0686681717634201, -0.15213929116725922, -0.1571182757616043, -0.19203577935695648, -0.3432500958442688, -0.1906718909740448, -0.17653344571590424, -0.06516651064157486, -0.09762284904718399, -0.07434887439012527, -0.08807246387004852, -0.06513087451457977]","[0.0, 1.3916210242831175e-30, 3.613807564306626e-07, 0.9999995827674866]"
1787,"[0.736142098903656, 0.761711835861206, 0.5232240557670593, 0.5314981341362, 0.0787142813205719, -0.061614856123924255, 0.08692943304777145, 0.29123926162719727, -0.3472532033920288, -0.12426551431417465, -0.11990948021411896, -0.11679346859455109, -0.10260740667581558, -0.14029768109321594, -0.17264272272586823, -0.18682318925857544, -0.18612435460090637, -0.28223127126693726, -0.19230756163597107, -0.07751674205064774, -0.15462514758110046, -0.08649090677499771, -0.07254543900489807, -0.0585426464676857, -0.10077130794525146, -0.06886359304189682]","[0.0, 1.5625237029209202e-30, 2.8222652304066287e-07, 0.9999997615814209]"
1788,"[0.7421560287475586, 0.7670369148254395, 0.5986329913139343, 0.5421985387802124, 0.07293594628572464, -0.06823885440826416, 0.09109525382518768, 0.29000404477119446, 0.0620468370616436, -0.03245384246110916, -0.037540581077337265, -0.01053631491959095, -0.1280539482831955, 0.03196064755320549, -0.1406247913837433, 0.051011670380830765, 0.5764818787574768, -0.20097209513187408, -0.0430329330265522, -0.07579127699136734, -0.0059021105989813805, 0.0450596883893013, -0.08887080103158951, -0.053275201469659805, -0.07359901815652847, -0.015235183760523796]","[0.0, 1.7544155384892653e-30, 2.2040964609004732e-07, 0.9999997615814209]"
1789,"[0.7584841251373291, 0.7897191643714905, 0.5945388674736023, 0.5619791150093079, 0.06411559879779816, -0.09285031259059906, 0.08929114043712616, 0.298938125371933, 0.1031099334359169, -0.02345181815326214, -0.030208533629775047, 0.010944622568786144, -0.1373782455921173, 0.005591070279479027, -0.06384465843439102, 0.1387072056531906, 0.7442081570625305, -0.31670647859573364, 0.16099439561367035, -0.2915782034397125, -0.04075296223163605, -0.0635148137807846, -0.08911748975515366, -0.029070617631077766, -0.08248419314622879, -0.013119473122060299]","[0.0, 1.9698738728819917e-30, 1.7213270098181965e-07, 0.9999998807907104]"
1790,"[0.7768769264221191, 0.8147731423377991, 0.654011070728302, 0.6309386491775513, 0.06804629415273666, -0.10696972906589508, 0.0976981520652771, 0.3041217625141144, 0.4247192144393921, -0.07907956838607788, -0.0850968062877655, -0.1100059375166893, -0.09350760281085968, -0.08158165961503983, -0.09798305481672287, -0.1538110226392746, 0.14961367845535278, -0.2144683301448822, -0.08082285523414612, -0.28879958391189575, -0.1695442795753479, -0.11825306713581085, -0.0721873864531517, -0.10027197003364563, -0.08446023613214493, -0.06707457453012466]","[0.0, 2.211791362597603e-30, 1.3442998181290022e-07, 0.9999998807907104]"
1791,"[0.7922359704971313, 0.8288180828094482, 0.6689140200614929, 0.6670664548873901, 0.06654536724090576, -0.10047716647386551, 0.1020892783999443, 0.2959364652633667, 0.30566754937171936, -0.06599705666303635, -0.08146519958972931, -0.11080825328826904, -0.0739741176366806, -0.08151356130838394, -0.09002474695444107, -0.009380346164107323, -0.012437960132956505, -0.22912999987602234, -0.2978591024875641, -0.3093917667865753, -0.19538362324237823, -0.13858716189861298, -0.09812264889478683, -0.07479586452245712, -0.09649904817342758, -0.07851120829582214]","[0.0, 2.483418766733637e-30, 1.049854034818054e-07, 0.9999998807907104]"
1792,"[0.7754477262496948, 0.8119933605194092, 0.5821585059165955, 0.6537516117095947, 0.058227766305208206, -0.11633344739675522, 0.11204671859741211, 0.3083488345146179, -0.1131584644317627, -0.15488120913505554, -0.15197594463825226, -0.1495913863182068, -0.13955636322498322, -0.11135845631361008, -0.04601387679576874, -0.16402852535247803, -0.05957607552409172, -0.21554560959339142, -0.29338136315345764, -0.26891109347343445, -0.16939182579517365, -0.033863235265016556, -0.1020277738571167, -0.09840480983257294, -0.09245746582746506, -0.08461952954530716]","[0.0, 2.7884036912804697e-30, 8.199014445153807e-08, 0.9999998807907104]"
1793,"[0.7374101281166077, 0.794556736946106, 0.5055506229400635, 0.6528909802436829, 0.038389068096876144, -0.13970904052257538, 0.10914118587970734, 0.31253600120544434, -0.3407188653945923, -0.050057318061590195, -0.02072777785360813, -0.05765572190284729, -0.011385471560060978, -0.08590064942836761, -0.1259787678718567, -0.1488492637872696, -0.37458905577659607, -0.2922911047935486, -0.2285946011543274, 0.05181342363357544, -0.19841040670871735, -0.20036835968494415, -0.09338406473398209, -0.08296908438205719, -0.07711842656135559, -0.053605031222105026]","[0.0, 3.1308441916637113e-30, 6.403161023627035e-08, 0.9999998807907104]"
1794,"[0.7425749897956848, 0.8014024496078491, 0.5234342813491821, 0.6597135663032532, 0.02542361058294773, -0.16563744843006134, 0.09878823161125183, 0.31623101234436035, -0.33438345789909363, 0.013172547332942486, 0.03337865322828293, -0.022839339450001717, -0.0014495243085548282, -0.09446688741445541, -0.09659822285175323, -0.056444279849529266, 0.01863912120461464, -0.006959834601730108, -0.0581805445253849, 0.0732063502073288, -0.17291267216205597, 0.022871220484375954, -0.09699699282646179, -0.05019240081310272, -0.08056659996509552, -0.026908552274107933]","[0.0, 3.515339366021067e-30, 5.000658021003801e-08, 0.9999999403953552]"
1795,"[0.7576577067375183, 0.817098081111908, 0.4910970628261566, 0.658596396446228, 0.01886332593858242, -0.1845799833536148, 0.09521973133087158, 0.32453200221061707, -0.40067481994628906, -0.13014522194862366, -0.11573366820812225, -0.13549400866031647, -0.12784625589847565, -0.12754066288471222, -0.14997351169586182, -0.10213135182857513, -0.2659251391887665, -0.34771570563316345, -0.19956928491592407, -0.23225708305835724, -0.09679007530212402, -0.1503334939479828, -0.08746525645256042, -0.026869051158428192, -0.0884682685136795, -0.05304282531142235]","[0.0, 3.947053490174118e-30, 3.905349643673617e-08, 0.9999999403953552]"
1796,"[0.7561534643173218, 0.8134942650794983, 0.4765586853027344, 0.6646919250488281, 0.018272992223501205, -0.17846553027629852, 0.10096515715122223, 0.3186712861061096, -0.47142910957336426, -0.15222647786140442, -0.1555924117565155, -0.15305538475513458, -0.08496957272291183, -0.08337146788835526, -0.1498991996049881, -0.17568765580654144, -0.3655224144458771, -0.22326384484767914, -0.2812296748161316, -0.2790250778198242, -0.09872046113014221, -0.20631511509418488, -0.1066821813583374, -0.05195201188325882, -0.07490497082471848, -0.08053715527057648]","[0.0, 4.431786359210273e-30, 3.0499499814595765e-08, 1.0]"
1797,"[0.7711334824562073, 0.8292198777198792, 0.49428561329841614, 0.6784324645996094, 0.012498299591243267, -0.1859438717365265, 0.11397483199834824, 0.32699671387672424, -0.48442694544792175, -0.12820716202259064, -0.1424575001001358, -0.14048822224140167, -0.09126562625169754, -0.12055020034313202, -0.043729376047849655, -0.15837368369102478, -0.26357313990592957, -0.2815370559692383, -0.3238096535205841, -0.2857428789138794, -0.08341389894485474, -0.11627884954214096, -0.0833858996629715, -0.051845960319042206, -0.08558135479688644, -0.09964939206838608]","[0.0, 4.9760485191212216e-30, 2.381910668702858e-08, 1.0]"
1798,"[0.7728913426399231, 0.8315871357917786, 0.49026423692703247, 0.6730266213417053, 0.013061260804533958, -0.18566307425498962, 0.10586202144622803, 0.313669353723526, -0.4977334439754486, -0.1696888953447342, -0.15884268283843994, -0.15463827550411224, -0.1303473711013794, -0.14206300675868988, -0.1757071167230606, -0.1505631059408188, -0.3578440546989441, -0.2921212613582611, -0.3432491719722748, -0.2876640856266022, -0.19954490661621094, -0.17386876046657562, -0.07304716855287552, -0.09691768884658813, -0.0889461413025856, -0.0612160749733448]","[0.0, 5.587150980531791e-30, 1.8601939544282686e-08, 1.0]"
1799,"[0.7778400182723999, 0.8388961553573608, 0.487855464220047, 0.6624798774719238, 0.011086788959801197, -0.18956953287124634, 0.10270605236291885, 0.32125985622406006, -0.45467057824134827, -0.1666571944952011, -0.1573001891374588, -0.15852534770965576, -0.13318504393100739, -0.13561958074569702, -0.16168661415576935, -0.1681223064661026, -0.33426591753959656, -0.25517967343330383, -0.3051590919494629, -0.20503753423690796, -0.17669759690761566, -0.17675025761127472, -0.10032965987920761, -0.0829140841960907, -0.08750405162572861, -0.09479949623346329]","[0.0, 6.273301515197162e-30, 1.4527503644501394e-08, 1.0]"
1800,"[0.7666633725166321, 0.8304591774940491, 0.45090925693511963, 0.6406077742576599, 0.01274647656828165, -0.19369107484817505, 0.10049265623092651, 0.3313639461994171, -0.4576475918292999, -0.17393940687179565, -0.15237073600292206, -0.15467587113380432, -0.11124173551797867, -0.1195274293422699, -0.14316712319850922, -0.1478227972984314, -0.2823319435119629, -0.3136366009712219, -0.326166570186615, -0.173416867852211, -0.2102261632680893, -0.1880141794681549, -0.09763362258672714, -0.10253766924142838, -0.09174502640962601, -0.08782737702131271]","[0.0, 7.043717879618744e-30, 1.134550231540743e-08, 1.0]"
1801,"[0.7657669186592102, 0.8298793435096741, 0.4372647702693939, 0.629469633102417, 0.015725521370768547, -0.19511811435222626, 0.10174645483493805, 0.33542317152023315, -0.47625017166137695, -0.1596185714006424, -0.14305803179740906, -0.13841679692268372, -0.12984049320220947, -0.1267760545015335, -0.1646404266357422, -0.18584349751472473, -0.23927253484725952, -0.300549179315567, -0.3368767201900482, -0.26342660188674927, -0.18097920715808868, -0.1668943166732788, -0.09344811737537384, -0.10351992398500443, -0.07925156503915787, -0.0917946994304657]","[0.0, 7.908747809507502e-30, 8.86046436221477e-09, 1.0]"
1802,"[0.7787104249000549, 0.8395711779594421, 0.46160992980003357, 0.6178510189056396, 0.016122423112392426, -0.20089630782604218, 0.10673003643751144, 0.3416823148727417, -0.42926454544067383, -0.15064430236816406, -0.13590534031391144, -0.1330334097146988, -0.128304585814476, -0.10548476129770279, -0.1445707380771637, -0.0924321785569191, -0.08856312930583954, -0.25096577405929565, -0.19851994514465332, -0.29902613162994385, -0.15382230281829834, -0.08536303788423538, -0.1084197387099266, -0.06822481006383896, -0.08887191861867905, -0.09141363203525543]","[0.0, 8.880010831422444e-30, 6.919731454502198e-09, 1.0]"
1803,"[0.781999409198761, 0.8379645347595215, 0.45455238223075867, 0.6027809977531433, 0.017733752727508545, -0.2060471624135971, 0.09727427363395691, 0.3480473756790161, -0.42040789127349854, -0.15166537463665009, -0.13763773441314697, -0.14105911552906036, -0.12567026913166046, -0.10532032698392868, -0.15200987458229065, -0.09820565581321716, -0.1554742008447647, -0.31546053290367126, -0.22599910199642181, -0.23796524107456207, -0.1906297653913498, -0.13370418548583984, -0.09176673740148544, -0.09947433322668076, -0.08325733989477158, -0.08817321062088013]","[0.0, 9.970553616104026e-30, 5.404082958904155e-09, 1.0]"
1804,"[0.7777560353279114, 0.83376145362854, 0.4224080741405487, 0.5818147659301758, 0.011674385517835617, -0.21134652197360992, 0.09485097229480743, 0.3436117172241211, -0.4564662277698517, -0.1569710373878479, -0.14345064759254456, -0.1589706391096115, -0.11667314171791077, -0.145015686750412, -0.17560403048992157, -0.1661558300256729, -0.2659822404384613, -0.34958162903785706, -0.33475014567375183, -0.29131096601486206, -0.13124698400497437, -0.19685932993888855, -0.07676055282354355, -0.09208887815475464, -0.0928654819726944, -0.08255106210708618]","[0.0, 1.1195025268191742e-29, 4.220411131683477e-09, 1.0]"
1805,"[0.7760012745857239, 0.8264680504798889, 0.429342657327652, 0.570007860660553, 0.015022046864032745, -0.20384427905082703, 0.08997761458158493, 0.33988574147224426, -0.4146704375743866, -0.17076994478702545, -0.15889915823936462, -0.1393161416053772, -0.11744221299886703, -0.10589975863695145, -0.15940944850444794, -0.153696671128273, -0.35719308257102966, -0.3136047124862671, -0.3229922354221344, -0.2882748544216156, -0.17298100888729095, -0.20670004189014435, -0.09240887314081192, -0.10713528841733932, -0.09404322504997253, -0.0855056419968605]","[0.0, 1.2569870671534953e-29, 3.2960019158423393e-09, 1.0]"
1806,"[0.7540044784545898, 0.8088481426239014, 0.37301596999168396, 0.5698294639587402, 0.025409923866391182, -0.19956143200397491, 0.07454301416873932, 0.3466036021709442, -0.49853599071502686, -0.15118329226970673, -0.14068487286567688, -0.14952285587787628, -0.11618321388959885, -0.137446328997612, -0.1525287628173828, -0.16102732717990875, -0.060295961797237396, -0.2856995165348053, -0.19604580104351044, -0.22541454434394836, -0.21266373991966248, -0.2093345671892166, -0.0788385421037674, -0.042652178555727005, -0.08158823847770691, -0.06924393028020859]","[0.0, 1.4113560698006546e-29, 2.5740694020726096e-09, 1.0]"
1807,"[0.7437456250190735, 0.8005547523498535, 0.3798227310180664, 0.5646295547485352, 0.03455964848399162, -0.192134290933609, 0.065660260617733, 0.3505112826824188, -0.47945091128349304, -0.14938203990459442, -0.13593034446239471, -0.12889434397220612, -0.13825207948684692, -0.10336539894342422, -0.1407070904970169, -0.11209630221128464, -0.014561069197952747, -0.23689214885234833, -0.27185574173927307, -0.23882800340652466, -0.1879146546125412, -0.19453497231006622, -0.09504734724760056, -0.09692728519439697, -0.08241304010152817, -0.09579603374004364]","[0.0, 1.584682993948045e-29, 2.010263511209587e-09, 1.0]"
1808,"[0.7572335004806519, 0.8103621006011963, 0.36793914437294006, 0.5692217350006104, 0.040525950491428375, -0.19116130471229553, 0.06611655652523041, 0.3461945652961731, -0.5120697021484375, -0.1329854279756546, -0.11603270471096039, -0.11599302291870117, -0.09971203655004501, -0.09436055272817612, -0.1477901190519333, -0.146186962723732, -0.37155115604400635, -0.33410927653312683, -0.3447878658771515, -0.23705248534679413, -0.21619252860546112, -0.18336965143680573, -0.05749854817986488, -0.04304197430610657, -0.056176912039518356, -0.08529132604598999]","[0.0, 1.7792958074159448e-29, 1.5699497257770645e-09, 1.0]"
1809,"[0.7738789319992065, 0.8208739161491394, 0.42544791102409363, 0.5813074707984924, 0.03801314905285835, -0.18169686198234558, 0.061835650354623795, 0.33878904581069946, -0.5136483311653137, -0.14751583337783813, -0.1361149400472641, -0.14597122371196747, -0.11965227127075195, -0.13749393820762634, -0.17373521625995636, -0.18616889417171478, -0.29109975695610046, -0.33150118589401245, -0.24562957882881165, -0.2675485610961914, -0.19332069158554077, -0.15398767590522766, -0.107485331594944, -0.09066943824291229, -0.0936683714389801, -0.07565949857234955]","[0.0, 1.9978088096405825e-29, 1.2260791271145877e-09, 1.0]"
1810,"[0.7797324657440186, 0.8223926424980164, 0.4375859200954437, 0.5761259198188782, 0.04569206014275551, -0.18468837440013885, 0.05866751819849014, 0.3425981402397156, -0.5074061751365662, -0.15081235766410828, -0.13381727039813995, -0.13185708224773407, -0.10877882689237595, -0.10201278328895569, -0.14817434549331665, -0.19207794964313507, -0.3071122467517853, -0.35937729477882385, -0.3350414037704468, -0.3066968619823456, -0.18125034868717194, -0.16441787779331207, -0.06685005128383636, -0.08340159058570862, -0.0581236407160759, -0.0969729870557785]","[0.0, 2.2431572382278258e-29, 9.575275017326135e-10, 1.0]"
1811,"[0.7859970927238464, 0.8257172703742981, 0.47035765647888184, 0.5847492814064026, 0.05532171577215195, -0.1779918372631073, 0.05916271731257439, 0.3411967158317566, -0.5026160478591919, -0.1657162606716156, -0.14716579020023346, -0.15625789761543274, -0.12508945167064667, -0.14228665828704834, -0.14005190134048462, -0.1422085464000702, -0.3788006901741028, -0.32957398891448975, -0.31366947293281555, -0.2971368432044983, -0.1037597730755806, -0.1533750742673874, -0.08379606902599335, -0.06988035887479782, -0.07375051826238632, -0.07243289053440094]","[0.0, 2.5186368407950075e-29, 7.477975461078756e-10, 1.0]"
1812,"[0.7902189493179321, 0.8255502581596375, 0.5204635858535767, 0.5973419547080994, 0.0471181683242321, -0.18014265596866608, 0.07030344009399414, 0.34613022208213806, -0.43518346548080444, -0.15969446301460266, -0.14842815697193146, -0.1390993893146515, -0.1357555240392685, -0.11946189403533936, -0.18157024681568146, -0.13387934863567352, -0.2544355094432831, -0.32895970344543457, -0.2107812911272049, -0.2961355149745941, -0.1747630387544632, -0.21368244290351868, -0.09929262846708298, -0.10914678871631622, -0.09249533712863922, -0.09807915985584259]","[0.0, 2.827947057931397e-29, 5.840052885730529e-10, 1.0]"
1813,"[0.7888065576553345, 0.8247263431549072, 0.5210685133934021, 0.5878925919532776, 0.05137459561228752, -0.1779056340456009, 0.07248928397893906, 0.3454873561859131, -0.4072968065738678, -0.13973478972911835, -0.12973059713840485, -0.12497623264789581, -0.11135704070329666, -0.10626678913831711, -0.1544473022222519, -0.11666195094585419, -0.18769703805446625, -0.3561965525150299, -0.18223685026168823, -0.2334202378988266, -0.18763001263141632, -0.19732442498207092, -0.11283721774816513, -0.10263366252183914, -0.09198729693889618, -0.09788618236780167]","[0.0, 3.175243384418563e-29, 4.5608888887826993e-10, 1.0]"
1814,"[0.7847896218299866, 0.8259283304214478, 0.5057487487792969, 0.5836635828018188, 0.04677966237068176, -0.18423688411712646, 0.07343915104866028, 0.34673476219177246, -0.39987099170684814, -0.17297717928886414, -0.15509028732776642, -0.15834620594978333, -0.12656880915164948, -0.14666810631752014, -0.15928256511688232, -0.18317878246307373, -0.3838478922843933, -0.3232380151748657, -0.3508329391479492, -0.29488858580589294, -0.17334909737110138, -0.17759782075881958, -0.1109732985496521, -0.09330820292234421, -0.09425529092550278, -0.08859602361917496]","[0.0, 3.565191235083508e-29, 3.5619046601098603e-10, 1.0]"
1815,"[0.7803376913070679, 0.8201361298561096, 0.5012430548667908, 0.5874636769294739, 0.05353793874382973, -0.17224352061748505, 0.0702831819653511, 0.3443433940410614, -0.41932427883148193, -0.16846857964992523, -0.15888062119483948, -0.14797981083393097, -0.13670285046100616, -0.12865765392780304, -0.17100824415683746, -0.17275559902191162, -0.34500187635421753, -0.3075442314147949, -0.33574995398521423, -0.3027105927467346, -0.16864919662475586, -0.2048128843307495, -0.10338200628757477, -0.09078724682331085, -0.09566323459148407, -0.0933774784207344]","[0.0, 4.003027634742195e-29, 2.781730401579807e-10, 1.0]"
1816,"[0.772441029548645, 0.8142114281654358, 0.4906139373779297, 0.5768823623657227, 0.04982713609933853, -0.16923068463802338, 0.06815407425165176, 0.34056442975997925, -0.430846631526947, -0.15936394035816193, -0.14970456063747406, -0.14873026311397552, -0.13425253331661224, -0.1341148018836975, -0.13017840683460236, -0.13060450553894043, -0.3758806586265564, -0.3119184672832489, -0.30724474787712097, -0.24702759087085724, -0.19123639166355133, -0.1698777824640274, -0.10663764923810959, -0.1091666966676712, -0.09641648828983307, -0.09389063715934753]","[0.0, 4.4946344938154045e-29, 2.1724398668876432e-10, 1.0]"
1817,"[0.7805341482162476, 0.8213698267936707, 0.5083613395690918, 0.5823323726654053, 0.05374962091445923, -0.1685965359210968, 0.06775127351284027, 0.3417108356952667, -0.4171963334083557, -0.1503840982913971, -0.13193191587924957, -0.13428857922554016, -0.1211693063378334, -0.13577543199062347, -0.14339998364448547, -0.12172698229551315, -0.33550605177879333, -0.2930653393268585, -0.3264520466327667, -0.26930922269821167, -0.2096085101366043, -0.17283080518245697, -0.10699202120304108, -0.1091504767537117, -0.09747783094644547, -0.09769744426012039]","[0.0, 5.046614742746847e-29, 1.6966041072041804e-10, 1.0]"
1818,"[0.767870306968689, 0.8142179250717163, 0.4638543426990509, 0.5654650926589966, 0.0536036342382431, -0.17582395672798157, 0.07159857451915741, 0.3523119390010834, -0.4251040816307068, -0.17266908288002014, -0.1474423110485077, -0.14651186764240265, -0.11301243305206299, -0.1136731505393982, -0.17808151245117188, -0.17094314098358154, -0.29848232865333557, -0.3075839877128601, -0.3443727195262909, -0.2679773271083832, -0.198746919631958, -0.16978777945041656, -0.10961490124464035, -0.10323094576597214, -0.07887644320726395, -0.08914404362440109]","[0.0, 5.666383211822413e-29, 1.324991921736185e-10, 1.0]"
1819,"[0.7797448635101318, 0.8217096924781799, 0.48527100682258606, 0.562771201133728, 0.0617934949696064, -0.17695654928684235, 0.0723806768655777, 0.35737091302871704, -0.27835413813591003, -0.16985024511814117, -0.1491335779428482, -0.1566033810377121, -0.12663774192333221, -0.1331855058670044, -0.08749993145465851, -0.163130521774292, -0.31826502084732056, -0.22391340136528015, -0.23445157706737518, -0.17607751488685608, -0.21501699090003967, -0.17071984708309174, -0.1067199781537056, -0.0712578296661377, -0.07749763131141663, -0.07881800830364227]","[0.0, 6.362264432300162e-29, 1.0347753209849486e-10, 1.0]"
1820,"[0.7843514084815979, 0.8266674876213074, 0.4934965968132019, 0.5780432820320129, 0.05915934592485428, -0.17826922237873077, 0.07251683622598648, 0.3574189841747284, -0.3362024426460266, -0.16075921058654785, -0.15632838010787964, -0.14992758631706238, -0.12014560401439667, -0.1293872594833374, -0.10859832167625427, -0.11137614399194717, -0.19734793901443481, -0.22143825888633728, -0.2199554592370987, -0.18049755692481995, -0.21445968747138977, -0.15743879973888397, -0.11153500527143478, -0.07713978737592697, -0.08999326080083847, -0.0863177701830864]","[0.0, 7.143606386647665e-29, 8.081254415648331e-11, 1.0]"
1821,"[0.784773588180542, 0.8269890546798706, 0.49816465377807617, 0.5861395001411438, 0.06584371626377106, -0.17078916728496552, 0.0694735199213028, 0.34955963492393494, -0.35314279794692993, -0.17165321111679077, -0.15291886031627655, -0.16132646799087524, -0.13284483551979065, -0.14832429587841034, -0.17497798800468445, -0.1689295619726181, -0.3708139657974243, -0.3531193137168884, -0.3448227345943451, -0.2997872233390808, -0.21293403208255768, -0.18939566612243652, -0.08920035511255264, -0.07648606598377228, -0.09584330022335052, -0.08845619857311249]","[0.0, 8.0209029856494e-29, 6.311193928576486e-11, 1.0]"
1822,"[0.8011459708213806, 0.8339999318122864, 0.5390647053718567, 0.587506115436554, 0.067299023270607, -0.16973082721233368, 0.07445791363716125, 0.35034507513046265, -0.26751360297203064, -0.14689834415912628, -0.13664841651916504, -0.13697749376296997, -0.13232825696468353, -0.12768416106700897, -0.17581988871097565, -0.16876952350139618, -0.1138615682721138, -0.31605401635169983, -0.22950215637683868, -0.25356584787368774, -0.18808461725711823, -0.1566968560218811, -0.11082179844379425, -0.09371139109134674, -0.1004805713891983, -0.08819801360368729]","[0.0, 9.005939716858803e-29, 4.9288351178233825e-11, 1.0]"
1823,"[0.8032854199409485, 0.837569534778595, 0.578789472579956, 0.600050687789917, 0.06241850182414055, -0.1742577850818634, 0.07183685153722763, 0.34585481882095337, -0.2156132608652115, -0.17304842174053192, -0.1591743528842926, -0.15558075904846191, -0.12428954243659973, -0.1461094319820404, -0.16128087043762207, -0.10757669061422348, -0.2771923542022705, -0.32651931047439575, -0.25921934843063354, -0.3097429573535919, -0.09773087501525879, -0.19619731605052948, -0.11044704169034958, -0.09088112413883209, -0.09979186207056046, -0.09742328524589539]","[0.0, 1.0111948320846922e-28, 3.8492584120142226e-11, 1.0]"
1824,"[0.827378511428833, 0.8554710745811462, 0.635091245174408, 0.625272810459137, 0.062204085290431976, -0.17836309969425201, 0.0795387551188469, 0.34932658076286316, 0.0006865336908958852, -0.17165744304656982, -0.15940046310424805, -0.15363067388534546, -0.11222776025533676, -0.13318240642547607, -0.1685454398393631, -0.14789168536663055, -0.20245860517024994, -0.21823066473007202, -0.21577046811580658, -0.24523502588272095, -0.11913059651851654, -0.17397825419902802, -0.09123095870018005, -0.07495300471782684, -0.09779516607522964, -0.09687177836894989]","[0.0, 1.135378313416295e-28, 3.0061439448836325e-11, 1.0]"
1825,"[0.8443971276283264, 0.8609428405761719, 0.6903451681137085, 0.64750736951828, 0.05823232978582382, -0.17408452928066254, 0.07976649701595306, 0.34283360838890076, 0.061081819236278534, -0.1587771475315094, -0.14085619151592255, -0.14416810870170593, -0.11743775755167007, -0.1250019073486328, -0.13155467808246613, -0.12257250398397446, -0.23026320338249207, -0.2154339849948883, -0.24048635363578796, -0.21497254073619843, -0.20863637328147888, -0.1178048625588417, -0.0972839891910553, -0.06598901003599167, -0.07572650909423828, -0.08695144951343536]","[0.0, 1.2748126321243929e-28, 2.347699638860501e-11, 1.0]"
1826,"[0.8356514573097229, 0.8541374206542969, 0.7314606308937073, 0.6647597551345825, 0.05316111072897911, -0.17292888462543488, 0.08251804113388062, 0.3373957574367523, 0.1812167763710022, -0.08193159103393555, -0.06855509430170059, -0.06406106799840927, -0.045367415994405746, -0.033057376742362976, -0.04290464520454407, -0.04903549700975418, -0.14337214827537537, -0.33182084560394287, -0.10370253026485443, -0.14412665367126465, -0.18092863261699677, -0.1282404661178589, -0.09860626608133316, -0.07417933642864227, -0.09009964019060135, -0.06838153302669525]","[0.0, 1.4313707550799021e-28, 1.8334762527660864e-11, 1.0]"
1827,"[0.8342217206954956, 0.8516059517860413, 0.725640594959259, 0.6609695553779602, 0.053379178047180176, -0.17076270282268524, 0.08625836670398712, 0.33870917558670044, 0.14186972379684448, -0.10436265915632248, -0.08306165784597397, -0.0803942009806633, -0.03773839399218559, -0.013896718621253967, -0.07459347695112228, -0.03885835409164429, -0.0007517316262237728, -0.314608633518219, -0.07230273634195328, -0.10482406616210938, -0.20476296544075012, -0.14591506123542786, -0.07569558173418045, -0.08469565957784653, -0.05670395866036415, -0.07772152870893478]","[0.0, 1.6071556774114722e-28, 1.4318847323113726e-11, 1.0]"
